,Time [s],timestamp,utcdate,temperature,dewPoint,pressure,cloudCover,windSpeed,windBearing,humidity,Trust,DirectNormIrr,DiffuseHorIrr
2015-01-01 13:00:00+01:00,46800,1420113600,2015-01-01 12:00:00,-2.19,-3.39,1039.85,0.89,0.42,117,0.91,1,27.02209906051396,134.52318523320827
2015-01-01 14:00:00+01:00,50400,1420117200,2015-01-01 13:00:00,-1.93,-3.33,1039.08,0.88,0.9,146,0.9,1,24.28441249391711,116.65350875411187
2015-01-01 15:00:00+01:00,54000,1420120800,2015-01-01 14:00:00,-1.76,-3.38,1038.73,0.88,0.16,176,0.89,1,14.940983770225499,80.03824500120625
2015-01-01 16:00:00+01:00,57600,1420124400,2015-01-01 15:00:00,-1.66,-3.38,1038.9,0.88,0.53,298,0.88,1,4.154531953659127,34.10408351442253
2015-01-01 17:00:00+01:00,61200,1420128000,2015-01-01 16:00:00,-1.92,-3.57,1039.16,0.85,0.28,246,0.88,1,0.0,
2015-01-01 18:00:00+01:00,64800,1420131600,2015-01-01 17:00:00,-2.06,-3.57,1039.12,0.88,0.76,190,0.89,1,0.0,0.0
2015-01-01 19:00:00+01:00,68400,1420135200,2015-01-01 18:00:00,-2.13,-3.73,1038.98,0.86,0.76,247,0.89,1,0.0,0.0
2015-01-01 20:00:00+01:00,72000,1420138800,2015-01-01 19:00:00,-2.23,-3.73,1039.09,0.88,0.49,285,0.89,1,0.0,0.0
2015-01-01 21:00:00+01:00,75600,1420142400,2015-01-01 20:00:00,-2.31,-3.76,1039.6,0.88,0.46,245,0.9,1,0.0,0.0
2015-01-01 22:00:00+01:00,79200,1420146000,2015-01-01 21:00:00,-2.47,-3.9,1039.68,0.89,0.34,239,0.9,1,0.0,0.0
2015-01-01 23:00:00+01:00,82800,1420149600,2015-01-01 22:00:00,-2.63,-3.99,1039.67,0.85,0.89,217,0.9,1,0.0,0.0
2015-01-02 00:00:00+01:00,86400,1420153200,2015-01-01 23:00:00,-2.73,-4.01,1039.47,0.85,0.97,223,0.91,1,0.0,0.0
2015-01-02 01:00:00+01:00,90000,1420156800,2015-01-02 00:00:00,-3.62,-4.73,1038.77,0.8,0.72,209,0.92,1,0.0,0.0
2015-01-02 02:00:00+01:00,93600,1420160400,2015-01-02 01:00:00,-4.38,-5.31,1038.97,0.85,0.42,259,0.93,1,0.0,0.0
2015-01-02 03:00:00+01:00,97200,1420164000,2015-01-02 02:00:00,-4.25,-5.33,1038.9,0.75,0.84,194,0.92,1,0.0,0.0
2015-01-02 04:00:00+01:00,100800,1420167600,2015-01-02 03:00:00,-4.18,-5.14,1038.68,0.86,0.96,181,0.93,1,0.0,0.0
2015-01-02 05:00:00+01:00,104400,1420171200,2015-01-02 04:00:00,-3.27,-4.36,1038.13,0.85,0.96,228,0.92,1,0.0,0.0
2015-01-02 06:00:00+01:00,108000,1420174800,2015-01-02 05:00:00,-3.48,-4.53,1037.95,0.81,0.85,241,0.92,1,0.0,0.0
2015-01-02 07:00:00+01:00,111600,1420178400,2015-01-02 06:00:00,-3.72,-4.73,1038.11,0.89,0.86,219,0.93,1,0.0,0.0
2015-01-02 08:00:00+01:00,115200,1420182000,2015-01-02 07:00:00,-3.82,-4.71,1038.58,0.63,0.71,184,0.94,1,0.0,
2015-01-02 09:00:00+01:00,118800,1420185600,2015-01-02 08:00:00,-3.51,-4.56,1038.27,0.78,0.61,200,0.92,1,8.08053595754039,41.54651140730675
2015-01-02 10:00:00+01:00,122400,1420189200,2015-01-02 09:00:00,-1.64,-3.05,1038.66,0.69,0.57,207,0.9,1,39.41608290870204,100.278466831066
2015-01-02 11:00:00+01:00,126000,1420192800,2015-01-02 10:00:00,-0.66,-2.26,1038.55,0.64,0.72,263,0.89,1,73.69478607356632,146.13503384741227
2015-01-02 12:00:00+01:00,129600,1420196400,2015-01-02 11:00:00,0.53,-1.52,1037.68,0.75,1.24,242,0.86,1,61.842608521850046,158.1963726236714
2015-01-02 13:00:00+01:00,133200,1420200000,2015-01-02 12:00:00,0.96,-0.76,1036.52,0.79,0.84,194,0.88,1,51.904787235661416,152.62808456611538
2015-01-02 14:00:00+01:00,136800,1420203600,2015-01-02 13:00:00,1.6,-0.22,1036.2,0.75,0.94,223,0.88,1,51.03215950555496,136.0727426914998
2015-01-02 15:00:00+01:00,140400,1420207200,2015-01-02 14:00:00,1.66,0.03,1036.56,0.75,1.52,233,0.89,1,31.57962805540165,95.04807488696
2015-01-02 16:00:00+01:00,144000,1420210800,2015-01-02 15:00:00,1.68,0.21,1036.84,0.79,1.21,213,0.9,1,7.556453361925731,40.51125917573525
2015-01-02 17:00:00+01:00,147600,1420214400,2015-01-02 16:00:00,1.92,0.44,1037.09,0.75,0.57,267,0.9,1,0.0,
2015-01-02 18:00:00+01:00,151200,1420218000,2015-01-02 17:00:00,1.86,0.73,1037.01,0.75,0.59,224,0.92,1,0.0,0.0
2015-01-02 19:00:00+01:00,154800,1420221600,2015-01-02 18:00:00,1.88,0.79,1037.45,0.79,0.59,253,0.92,1,0.0,0.0
2015-01-02 20:00:00+01:00,158400,1420225200,2015-01-02 19:00:00,1.64,0.8,1038.31,0.75,0.57,268,0.94,1,0.0,0.0
2015-01-02 21:00:00+01:00,162000,1420228800,2015-01-02 20:00:00,1.67,0.87,1038.58,0.75,0.53,233,0.94,1,0.0,0.0
2015-01-02 22:00:00+01:00,165600,1420232400,2015-01-02 21:00:00,1.68,0.99,1038.79,0.79,0.38,273,0.95,1,0.0,0.0
2015-01-02 23:00:00+01:00,169200,1420236000,2015-01-02 22:00:00,1.58,0.92,1038.78,0.75,0.62,311,0.95,1,0.0,0.0
2015-01-03 00:00:00+01:00,172800,1420239600,2015-01-02 23:00:00,1.74,1.05,1038.84,0.75,0.18,112,0.95,1,0.0,0.0
2015-01-03 01:00:00+01:00,176400,1420243200,2015-01-03 00:00:00,1.72,1.03,1038.65,0.79,0.36,177,0.95,1,0.0,0.0
2015-01-03 02:00:00+01:00,180000,1420246800,2015-01-03 01:00:00,1.79,1.09,1038.15,0.75,0.64,212,0.95,1,0.0,0.0
2015-01-03 03:00:00+01:00,183600,1420250400,2015-01-03 02:00:00,1.67,1.08,1037.62,0.78,0.32,193,0.96,1,0.0,0.0
2015-01-03 04:00:00+01:00,187200,1420254000,2015-01-03 03:00:00,1.47,0.87,1036.95,0.66,0.13,161,0.96,1,0.0,0.0
2015-01-03 05:00:00+01:00,190800,1420257600,2015-01-03 04:00:00,1.42,0.87,1036.22,0.88,0.13,287,0.96,1,0.0,0.0
2015-01-03 06:00:00+01:00,194400,1420261200,2015-01-03 05:00:00,1.39,0.86,1035.46,1.0,0.16,186,0.96,1,0.0,0.0
2015-01-03 07:00:00+01:00,198000,1420264800,2015-01-03 06:00:00,1.32,0.84,1034.69,0.9,0.17,174,0.97,1,0.0,0.0
2015-01-03 08:00:00+01:00,201600,1420268400,2015-01-03 07:00:00,1.38,0.89,1033.98,0.85,0.13,243,0.97,1,0.0,
2015-01-03 09:00:00+01:00,205200,1420272000,2015-01-03 08:00:00,1.5,0.96,1034.05,1.0,0.31,11,0.96,1,0.0,26.292317812329763
2015-01-03 10:00:00+01:00,208800,1420275600,2015-01-03 09:00:00,1.53,1.01,1033.24,1.0,0.59,231,0.96,1,0.0,63.93018452304556
2015-01-03 11:00:00+01:00,212400,1420279200,2015-01-03 10:00:00,2.16,1.43,1032.27,0.88,0.65,184,0.95,1,24.672395153075655,118.25637437110026
2015-01-03 12:00:00+01:00,216000,1420282800,2015-01-03 11:00:00,2.82,1.89,1030.89,0.85,0.97,226,0.94,1,37.29873436442273,143.6092742885593
2015-01-03 13:00:00+01:00,219600,1420286400,2015-01-03 12:00:00,3.13,1.86,1028.75,0.75,1.15,218,0.91,1,62.19964666248735,159.0004293590938
2015-01-03 14:00:00+01:00,223200,1420290000,2015-01-03 13:00:00,3.51,2.3,1026.72,0.88,1.73,200,0.92,1,24.720174784392572,118.44003949685795
2015-01-03 15:00:00+01:00,226800,1420293600,2015-01-03 14:00:00,3.92,2.67,1025.06,0.85,1.85,215,0.91,1,19.234400038643987,85.66372600665906
2015-01-03 16:00:00+01:00,230400,1420297200,2015-01-03 15:00:00,4.62,3.41,1024.11,0.86,3.54,240,0.92,1,5.239382675861353,37.10254539569736
2015-01-03 17:00:00+01:00,234000,1420300800,2015-01-03 16:00:00,5.78,4.39,1023.63,0.85,3.64,247,0.91,1,0.0,
2015-01-03 18:00:00+01:00,237600,1420304400,2015-01-03 17:00:00,6.53,5.29,1022.36,0.85,4.41,241,0.92,1,0.0,0.0
2015-01-03 19:00:00+01:00,241200,1420308000,2015-01-03 18:00:00,7.21,5.95,1022.09,0.89,4.49,242,0.92,1,0.0,0.0
2015-01-03 20:00:00+01:00,244800,1420311600,2015-01-03 19:00:00,7.84,6.35,1021.61,0.88,5.13,246,0.9,1,0.0,0.0
2015-01-03 21:00:00+01:00,248400,1420315200,2015-01-03 20:00:00,8.47,6.66,1021.69,0.88,4.94,250,0.88,1,0.0,0.0
2015-01-03 22:00:00+01:00,252000,1420318800,2015-01-03 21:00:00,8.76,6.93,1022.13,0.89,4.68,251,0.88,1,0.0,0.0
2015-01-03 23:00:00+01:00,255600,1420322400,2015-01-03 22:00:00,8.76,7.01,1022.55,0.88,5.0,253,0.89,1,0.0,0.0
2015-01-04 00:00:00+01:00,259200,1420326000,2015-01-03 23:00:00,8.88,7.38,1023.02,0.88,4.35,252,0.9,1,0.0,0.0
2015-01-04 01:00:00+01:00,262800,1420329600,2015-01-04 00:00:00,9.03,7.34,1023.55,0.86,3.94,252,0.89,1,0.0,0.0
2015-01-04 02:00:00+01:00,266400,1420333200,2015-01-04 01:00:00,8.76,7.19,1024.25,0.85,3.04,258,0.9,1,0.0,0.0
2015-01-04 03:00:00+01:00,270000,1420336800,2015-01-04 02:00:00,8.08,6.71,1025.35,0.88,1.69,285,0.91,1,0.0,0.0
2015-01-04 04:00:00+01:00,273600,1420340400,2015-01-04 03:00:00,7.2,5.59,1026.22,0.8,1.19,331,0.9,1,0.0,0.0
2015-01-04 05:00:00+01:00,277200,1420344000,2015-01-04 04:00:00,5.94,4.04,1027.54,0.28,2.1,4,0.88,1,0.0,0.0
2015-01-04 06:00:00+01:00,280800,1420347600,2015-01-04 05:00:00,4.56,2.59,1029.29,0.21,2.24,34,0.87,1,0.0,0.0
2015-01-04 07:00:00+01:00,284400,1420351200,2015-01-04 06:00:00,3.78,1.81,1030.53,0.52,1.3,35,0.87,1,0.0,0.0
2015-01-04 08:00:00+01:00,288000,1420354800,2015-01-04 07:00:00,3.61,1.73,1031.69,0.85,1.03,20,0.87,1,0.0,
2015-01-04 09:00:00+01:00,291600,1420358400,2015-01-04 08:00:00,3.3,1.52,1032.71,0.88,0.63,359,0.88,1,4.457026688650638,35.614039630511904
2015-01-04 10:00:00+01:00,295200,1420362000,2015-01-04 09:00:00,3.52,1.73,1033.41,0.79,0.2,262,0.88,1,26.936887271046103,92.39886254667451
2015-01-04 11:00:00+01:00,298800,1420365600,2015-01-04 10:00:00,4.17,1.94,1034.16,0.75,0.63,302,0.85,1,51.655486507059415,137.50521292596105
2015-01-04 12:00:00+01:00,302400,1420369200,2015-01-04 11:00:00,4.7,1.57,1034.25,0.63,1.11,311,0.8,1,92.52649710479542,171.12665129761663
2015-01-04 13:00:00+01:00,306000,1420372800,2015-01-04 12:00:00,5.14,1.27,1033.94,0.58,0.99,322,0.76,1,105.23251621007243,173.85789409117672
2015-01-04 14:00:00+01:00,309600,1420376400,2015-01-04 13:00:00,4.99,0.77,1034.2,0.63,1.87,338,0.74,1,76.955518952157,148.69129590145081
2015-01-04 15:00:00+01:00,313200,1420380000,2015-01-04 14:00:00,4.49,-0.04,1035.31,0.75,1.87,343,0.72,1,32.560058325435044,97.28924007067849
2015-01-04 16:00:00+01:00,316800,1420383600,2015-01-04 15:00:00,3.67,-1.35,1036.29,0.8,1.3,338,0.7,1,7.789061295717175,41.84187339170051
2015-01-04 17:00:00+01:00,320400,1420387200,2015-01-04 16:00:00,2.83,-1.44,1037.31,0.75,1.19,320,0.73,1,0.0,0.25366062989888233
2015-01-04 18:00:00+01:00,324000,1420390800,2015-01-04 17:00:00,1.9,-1.59,1037.89,0.78,0.49,303,0.78,1,0.0,0.0
2015-01-04 19:00:00+01:00,327600,1420394400,2015-01-04 18:00:00,1.12,-1.43,1038.56,0.75,0.2,236,0.83,1,0.0,0.0
2015-01-04 20:00:00+01:00,331200,1420398000,2015-01-04 19:00:00,0.26,-1.92,1038.83,0.7,0.19,324,0.85,1,0.0,0.0
2015-01-04 21:00:00+01:00,334800,1420401600,2015-01-04 20:00:00,-0.47,-2.26,1039.24,0.6,0.13,45,0.88,1,0.0,0.0
2015-01-04 22:00:00+01:00,338400,1420405200,2015-01-04 21:00:00,-0.71,-2.35,1039.81,0.48,0.32,305,0.89,1,0.0,0.0
2015-01-04 23:00:00+01:00,342000,1420408800,2015-01-04 22:00:00,-1.22,-2.68,1039.71,0.25,0.18,286,0.9,1,0.0,0.0
2015-01-05 00:00:00+01:00,345600,1420412400,2015-01-04 23:00:00,-1.58,-3.01,1039.79,0.25,0.12,274,0.9,1,0.0,0.0
2015-01-05 01:00:00+01:00,349200,1420416000,2015-01-05 00:00:00,-1.93,-3.34,1039.76,0.22,0.2,3,0.9,1,0.0,0.0
2015-01-05 02:00:00+01:00,352800,1420419600,2015-01-05 01:00:00,-2.38,-3.68,1039.76,0.04,0.2,349,0.91,1,0.0,0.0
2015-01-05 03:00:00+01:00,356400,1420423200,2015-01-05 02:00:00,-2.68,-3.96,1039.69,0.0,0.18,353,0.91,1,0.0,0.0
2015-01-05 04:00:00+01:00,360000,1420426800,2015-01-05 03:00:00,-2.98,-4.1,1039.42,0.21,0.29,39,0.92,1,0.0,0.0
2015-01-05 05:00:00+01:00,363600,1420430400,2015-01-05 04:00:00,-3.21,-4.49,1038.86,0.23,0.15,114,0.91,1,0.0,0.0
2015-01-05 06:00:00+01:00,367200,1420434000,2015-01-05 05:00:00,-3.49,-4.79,1038.41,0.42,0.17,339,0.91,1,0.0,0.0
2015-01-05 07:00:00+01:00,370800,1420437600,2015-01-05 06:00:00,-3.63,-4.81,1038.2,0.18,0.06,61,0.92,1,0.0,0.0
2015-01-05 08:00:00+01:00,374400,1420441200,2015-01-05 07:00:00,-3.78,-4.98,1038.31,0.14,0.08,316,0.91,1,0.0,
2015-01-05 09:00:00+01:00,378000,1420444800,2015-01-05 08:00:00,-3.66,-4.8,1038.4,0.18,0.2,28,0.92,1,30.71937251795304,53.007073857417716
2015-01-05 10:00:00+01:00,381600,1420448400,2015-01-05 09:00:00,-2.43,-3.72,1038.12,0.21,0.03,307,0.91,1,101.90917489596195,99.91477817057499
2015-01-05 11:00:00+01:00,385200,1420452000,2015-01-05 10:00:00,-1.23,-2.88,1037.49,0.21,0.18,226,0.89,1,164.13316024473824,133.4615982779021
2015-01-05 12:00:00+01:00,388800,1420455600,2015-01-05 11:00:00,0.34,-2.33,1036.3,0.12,0.08,180,0.82,1,221.41687184641228,134.23428967646646
2015-01-05 13:00:00+01:00,392400,1420459200,2015-01-05 12:00:00,1.89,-1.65,1034.79,0.2,0.22,196,0.77,1,201.94395189453724,149.7382072687842
2015-01-05 14:00:00+01:00,396000,1420462800,2015-01-05 13:00:00,3.28,-1.28,1033.79,1.0,0.16,325,0.72,1,0.0,96.0302338055837
2015-01-05 15:00:00+01:00,399600,1420466400,2015-01-05 14:00:00,3.46,-1.21,1033.22,0.44,0.35,18,0.71,1,74.11641988393049,111.46238393322025
2015-01-05 16:00:00+01:00,403200,1420470000,2015-01-05 15:00:00,3.16,-1.14,1033.21,0.1,0.18,285,0.73,1,36.49276281746296,52.606168447877636
2015-01-05 17:00:00+01:00,406800,1420473600,2015-01-05 16:00:00,1.31,-1.61,1033.17,0.0,0.17,216,0.81,1,0.0,1.5872026807137953
2015-01-05 18:00:00+01:00,410400,1420477200,2015-01-05 17:00:00,0.07,-2.12,1033.46,0.0,0.22,40,0.85,1,0.0,0.0
2015-01-05 19:00:00+01:00,414000,1420480800,2015-01-05 18:00:00,-0.65,-2.43,1033.36,0.25,0.21,7,0.88,1,0.0,0.0
2015-01-05 20:00:00+01:00,417600,1420484400,2015-01-05 19:00:00,-1.44,-2.89,1033.13,0.0,0.07,60,0.9,1,0.0,0.0
2015-01-05 21:00:00+01:00,421200,1420488000,2015-01-05 20:00:00,-1.57,-3.11,1032.97,0.04,0.04,149,0.89,1,0.0,0.0
2015-01-05 22:00:00+01:00,424800,1420491600,2015-01-05 21:00:00,-2.3,-3.54,1032.67,0.0,0.09,264,0.91,1,0.0,0.0
2015-01-05 23:00:00+01:00,428400,1420495200,2015-01-05 22:00:00,-2.51,-3.98,1032.34,0.0,0.19,62,0.9,1,0.0,0.0
2015-01-06 00:00:00+01:00,432000,1420498800,2015-01-05 23:00:00,-2.96,-4.24,1032.2,0.0,0.08,267,0.91,1,0.0,0.0
2015-01-06 01:00:00+01:00,435600,1420502400,2015-01-06 00:00:00,-3.12,-4.53,1031.83,0.0,0.02,91,0.9,1,0.0,0.0
2015-01-06 02:00:00+01:00,439200,1420506000,2015-01-06 01:00:00,-3.43,-4.8,1031.33,0.57,0.07,278,0.9,1,0.0,0.0
2015-01-06 03:00:00+01:00,442800,1420509600,2015-01-06 02:00:00,-3.58,-4.87,1031.15,0.54,0.18,135,0.91,1,0.0,0.0
2015-01-06 04:00:00+01:00,446400,1420513200,2015-01-06 03:00:00,-3.86,-4.92,1030.61,0.29,0.15,28,0.92,1,0.0,0.0
2015-01-06 05:00:00+01:00,450000,1420516800,2015-01-06 04:00:00,-4.15,-5.22,1029.76,0.56,0.15,307,0.92,1,0.0,0.0
2015-01-06 06:00:00+01:00,453600,1420520400,2015-01-06 05:00:00,-4.12,-5.09,1029.5,0.71,0.13,302,0.93,1,0.0,0.0
2015-01-06 07:00:00+01:00,457200,1420524000,2015-01-06 06:00:00,-4.0,-4.97,1029.4,0.83,0.08,218,0.93,1,0.0,0.0
2015-01-06 08:00:00+01:00,460800,1420527600,2015-01-06 07:00:00,-4.16,-5.09,1029.4,0.83,0.17,245,0.93,1,0.0,
2015-01-06 09:00:00+01:00,464400,1420531200,2015-01-06 08:00:00,-4.07,-4.92,1029.43,1.0,0.11,246,0.94,1,0.0,26.78066051169066
2015-01-06 10:00:00+01:00,468000,1420534800,2015-01-06 09:00:00,-3.64,-4.53,1029.14,1.0,0.18,209,0.94,1,0.0,64.88473472932155
2015-01-06 11:00:00+01:00,471600,1420538400,2015-01-06 10:00:00,-2.59,-3.86,1028.9,0.93,0.19,280,0.91,1,14.631940295130121,110.66554682098314
2015-01-06 12:00:00+01:00,475200,1420542000,2015-01-06 11:00:00,-1.37,-2.86,1028.28,0.48,0.36,292,0.9,1,131.70201078983433,176.41607385205498
2015-01-06 13:00:00+01:00,478800,1420545600,2015-01-06 12:00:00,-0.27,-2.11,1027.25,0.5,0.39,259,0.87,1,127.21342327578057,177.26671576684177
2015-01-06 14:00:00+01:00,482400,1420549200,2015-01-06 13:00:00,0.76,-1.57,1026.29,0.8,0.43,282,0.84,1,42.45966500817414,134.17588726926198
2015-01-06 15:00:00+01:00,486000,1420552800,2015-01-06 14:00:00,1.38,-1.09,1025.86,0.69,0.38,294,0.84,1,41.7137067675215,104.67093081976662
2015-01-06 16:00:00+01:00,489600,1420556400,2015-01-06 15:00:00,1.69,-0.91,1026.06,0.72,0.43,281,0.83,1,11.824865963071499,48.448872192678934
2015-01-06 17:00:00+01:00,493200,1420560000,2015-01-06 16:00:00,0.63,-1.38,1026.63,0.0,0.24,279,0.86,1,0.0,2.856527186609459
2015-01-06 18:00:00+01:00,496800,1420563600,2015-01-06 17:00:00,-0.52,-1.99,1027.39,0.64,0.27,207,0.9,1,0.0,0.0
2015-01-06 19:00:00+01:00,500400,1420567200,2015-01-06 18:00:00,-1.03,-2.32,1027.78,0.39,0.12,174,0.91,1,0.0,0.0
2015-01-06 20:00:00+01:00,504000,1420570800,2015-01-06 19:00:00,-1.41,-2.83,1028.38,0.05,0.1,280,0.9,1,0.0,0.0
2015-01-06 21:00:00+01:00,507600,1420574400,2015-01-06 20:00:00,-1.86,-3.22,1028.83,0.02,0.22,250,0.9,1,0.0,0.0
2015-01-06 22:00:00+01:00,511200,1420578000,2015-01-06 21:00:00,-2.21,-3.48,1029.48,0.27,0.26,222,0.91,1,0.0,0.0
2015-01-06 23:00:00+01:00,514800,1420581600,2015-01-06 22:00:00,-2.15,-3.45,1029.92,0.12,0.28,196,0.91,1,0.0,0.0
2015-01-07 00:00:00+01:00,518400,1420585200,2015-01-06 23:00:00,-1.96,-3.36,1030.25,0.05,0.41,187,0.9,1,0.0,0.0
2015-01-07 01:00:00+01:00,522000,1420588800,2015-01-07 00:00:00,-2.32,-3.78,1030.5,0.39,0.29,227,0.9,1,0.0,0.0
2015-01-07 02:00:00+01:00,525600,1420592400,2015-01-07 01:00:00,-1.83,-3.23,1031.1,0.35,0.25,229,0.9,1,0.0,0.0
2015-01-07 03:00:00+01:00,529200,1420596000,2015-01-07 02:00:00,-1.29,-2.71,1031.91,0.48,0.2,189,0.9,1,0.0,0.0
2015-01-07 04:00:00+01:00,532800,1420599600,2015-01-07 03:00:00,-1.34,-2.83,1031.96,0.72,0.32,181,0.9,1,0.0,0.0
2015-01-07 05:00:00+01:00,536400,1420603200,2015-01-07 04:00:00,-1.7,-3.01,1031.87,0.38,0.21,165,0.91,1,0.0,0.0
2015-01-07 06:00:00+01:00,540000,1420606800,2015-01-07 05:00:00,-1.7,-3.03,1031.96,0.56,0.28,220,0.91,1,0.0,0.0
2015-01-07 07:00:00+01:00,543600,1420610400,2015-01-07 06:00:00,-1.17,-2.59,1032.43,0.66,0.36,201,0.9,1,0.0,0.0
2015-01-07 08:00:00+01:00,547200,1420614000,2015-01-07 07:00:00,-0.82,-2.26,1032.79,0.81,0.25,200,0.9,1,0.0,
2015-01-07 09:00:00+01:00,550800,1420617600,2015-01-07 08:00:00,-0.22,-1.76,1033.1,0.85,0.4,234,0.89,1,5.750498215293256,38.41560333460711
2015-01-07 10:00:00+01:00,554400,1420621200,2015-01-07 09:00:00,0.49,-1.42,1033.17,0.77,0.46,276,0.87,1,30.081624153088658,95.89092240440678
2015-01-07 11:00:00+01:00,558000,1420624800,2015-01-07 10:00:00,1.26,-1.02,1033.38,0.75,0.6,258,0.85,1,52.603582021429055,139.6799109939029
2015-01-07 12:00:00+01:00,561600,1420628400,2015-01-07 11:00:00,2.41,-0.46,1032.59,0.78,0.55,181,0.81,1,56.11320197196464,158.38020640070073
2015-01-07 13:00:00+01:00,565200,1420632000,2015-01-07 12:00:00,3.26,0.22,1031.89,0.57,0.36,240,0.8,1,110.31368264734034,177.6615380127891
2015-01-07 14:00:00+01:00,568800,1420635600,2015-01-07 13:00:00,4.37,0.03,1031.29,0.38,0.55,222,0.73,1,133.06480196452208,152.97951454492994
2015-01-07 15:00:00+01:00,572400,1420639200,2015-01-07 14:00:00,4.6,0.34,1031.4,0.19,0.76,251,0.74,1,110.86345570774913,101.8818216693573
2015-01-07 16:00:00+01:00,576000,1420642800,2015-01-07 15:00:00,3.94,0.21,1031.56,0.33,0.71,266,0.77,1,29.479028783602633,59.06526330929158
2015-01-07 17:00:00+01:00,579600,1420646400,2015-01-07 16:00:00,2.53,-0.29,1032.15,0.6,0.4,255,0.82,1,0.0,3.1832660852712267
2015-01-07 18:00:00+01:00,583200,1420650000,2015-01-07 17:00:00,2.17,-0.03,1032.61,0.46,0.22,280,0.85,1,0.0,0.0
2015-01-07 19:00:00+01:00,586800,1420653600,2015-01-07 18:00:00,1.14,-0.48,1033.48,0.75,0.32,95,0.89,1,0.0,0.0
2015-01-07 20:00:00+01:00,590400,1420657200,2015-01-07 19:00:00,1.31,-0.23,1033.44,0.44,0.41,158,0.89,1,0.0,0.0
2015-01-07 21:00:00+01:00,594000,1420660800,2015-01-07 20:00:00,0.7,-0.62,1033.71,0.24,0.42,153,0.91,1,0.0,0.0
2015-01-07 22:00:00+01:00,597600,1420664400,2015-01-07 21:00:00,0.78,-0.51,1034.18,0.75,0.32,145,0.91,1,0.0,0.0
2015-01-07 23:00:00+01:00,601200,1420668000,2015-01-07 22:00:00,0.81,-0.52,1034.47,0.78,0.53,163,0.91,1,0.0,0.0
2015-01-08 00:00:00+01:00,604800,1420671600,2015-01-07 23:00:00,0.26,-1.02,1034.45,0.53,0.48,158,0.91,1,0.0,0.0
2015-01-08 01:00:00+01:00,608400,1420675200,2015-01-08 00:00:00,0.56,-1.01,1034.28,0.23,0.36,188,0.89,1,0.0,0.0
2015-01-08 02:00:00+01:00,612000,1420678800,2015-01-08 01:00:00,0.24,-1.34,1034.02,0.17,0.36,172,0.89,1,0.0,0.0
2015-01-08 03:00:00+01:00,615600,1420682400,2015-01-08 02:00:00,0.48,-1.19,1034.24,0.35,0.52,198,0.89,1,0.0,0.0
2015-01-08 04:00:00+01:00,619200,1420686000,2015-01-08 03:00:00,-0.23,-1.78,1034.38,0.49,0.41,182,0.89,1,0.0,0.0
2015-01-08 05:00:00+01:00,622800,1420689600,2015-01-08 04:00:00,0.63,-1.22,1034.11,0.66,0.42,191,0.87,1,0.0,0.0
2015-01-08 06:00:00+01:00,626400,1420693200,2015-01-08 05:00:00,0.93,-1.05,1033.92,0.66,0.99,205,0.87,1,0.0,0.0
2015-01-08 07:00:00+01:00,630000,1420696800,2015-01-08 06:00:00,1.07,-0.98,1034.05,0.58,0.63,204,0.86,1,0.0,0.0
