#1
double data(4991,10)
0 	 280.390000 	 275.780000 	 1.010940 	 2.610000 	 231.000000 	 0.720000 	 0.000000 	 0.000000 	 1.000000 
3600 	 280.120000 	 275.980000 	 1.011060 	 2.910000 	 242.000000 	 0.750000 	 0.000000 	 0.000000 	 1.000000 
7200 	 280.640000 	 277.130000 	 1.011730 	 3.600000 	 264.000000 	 0.780000 	 0.000000 	 0.000000 	 1.000000 
10800 	 280.270000 	 277.420000 	 1.013230 	 4.300000 	 263.000000 	 0.820000 	 0.000000 	 0.000000 	 1.000000 
14400 	 279.220000 	 276.250000 	 1.014780 	 4.820000 	 241.000000 	 0.810000 	 0.000000 	 0.000000 	 1.000000 
18000 	 278.880000 	 275.660000 	 1.015360 	 3.630000 	 225.000000 	 0.800000 	 0.000000 	 0.000000 	 1.000000 
21600 	 278.830000 	 274.960000 	 1.015650 	 3.970000 	 225.000000 	 0.760000 	 0.000000 	 0.000000 	 1.000000 
25200 	 278.630000 	 274.580000 	 1.015610 	 3.580000 	 233.000000 	 0.750000 	 0.000000 	 0.000000 	 1.000000 
28800 	 278.540000 	 274.680000 	 1.015930 	 4.020000 	 256.000000 	 0.760000 	 0.000000 	 0.000000 	 0.000000 
32400 	 278.240000 	 274.880000 	 1.016730 	 4.310000 	 253.000000 	 0.790000 	 8.063452 	 41.462672 	 1.000000 
36000 	 278.410000 	 274.600000 	 1.016800 	 3.330000 	 246.000000 	 0.760000 	 74.845964 	 107.754588 	 1.000000 
39600 	 279.380000 	 274.690000 	 1.016250 	 4.200000 	 245.000000 	 0.720000 	 169.445288 	 125.969994 	 1.000000 
43200 	 280.280000 	 274.260000 	 1.014400 	 5.010000 	 249.000000 	 0.660000 	 150.389424 	 168.725996 	 1.000000 
46800 	 281.250000 	 273.670000 	 1.012650 	 4.580000 	 242.000000 	 0.590000 	 194.411750 	 148.395489 	 1.000000 
50400 	 281.640000 	 273.190000 	 1.010430 	 3.820000 	 235.000000 	 0.550000 	 168.390524 	 125.487268 	 1.000000 
54000 	 281.220000 	 272.950000 	 1.008390 	 2.510000 	 217.000000 	 0.560000 	 98.776986 	 97.760443 	 1.000000 
57600 	 280.550000 	 273.180000 	 1.007470 	 2.080000 	 227.000000 	 0.600000 	 9.453638 	 43.006487 	 1.000000 
61200 	 279.880000 	 273.170000 	 1.006530 	 2.750000 	 224.000000 	 0.620000 	 0.000000 	 43.006487 	 0.000000 
64800 	 279.560000 	 273.560000 	 1.005990 	 3.120000 	 233.000000 	 0.650000 	 0.000000 	 0.000000 	 1.000000 
68400 	 278.920000 	 274.410000 	 1.006590 	 3.330000 	 239.000000 	 0.730000 	 0.000000 	 0.000000 	 1.000000 
72000 	 278.230000 	 274.940000 	 1.007280 	 3.200000 	 234.000000 	 0.790000 	 0.000000 	 0.000000 	 1.000000 
75600 	 278.160000 	 275.290000 	 1.007690 	 3.620000 	 219.000000 	 0.820000 	 0.000000 	 0.000000 	 1.000000 
79200 	 278.420000 	 275.760000 	 1.008830 	 4.600000 	 239.000000 	 0.830000 	 0.000000 	 0.000000 	 1.000000 
82800 	 278.920000 	 275.900000 	 1.010260 	 6.710000 	 247.000000 	 0.810000 	 0.000000 	 0.000000 	 1.000000 
86400 	 278.740000 	 275.440000 	 1.011580 	 7.090000 	 256.000000 	 0.790000 	 0.000000 	 0.000000 	 1.000000 
90000 	 277.780000 	 274.700000 	 1.013260 	 5.440000 	 254.000000 	 0.800000 	 0.000000 	 0.000000 	 1.000000 
93600 	 277.400000 	 274.450000 	 1.014180 	 5.770000 	 258.000000 	 0.810000 	 0.000000 	 0.000000 	 1.000000 
97200 	 277.090000 	 274.340000 	 1.014680 	 4.510000 	 245.000000 	 0.820000 	 0.000000 	 0.000000 	 1.000000 
100800 	 277.220000 	 274.300000 	 1.015140 	 4.830000 	 247.000000 	 0.810000 	 0.000000 	 0.000000 	 1.000000 
104400 	 277.070000 	 274.110000 	 1.015640 	 3.540000 	 239.000000 	 0.810000 	 0.000000 	 0.000000 	 1.000000 
108000 	 276.910000 	 274.310000 	 1.016130 	 3.840000 	 240.000000 	 0.830000 	 0.000000 	 0.000000 	 1.000000 
111600 	 276.970000 	 274.270000 	 1.016670 	 3.640000 	 240.000000 	 0.830000 	 0.000000 	 0.000000 	 1.000000 
115200 	 276.870000 	 274.190000 	 1.017870 	 3.340000 	 247.000000 	 0.830000 	 0.000000 	 0.000000 	 0.000000 
118800 	 276.390000 	 274.260000 	 1.019160 	 3.210000 	 255.000000 	 0.860000 	 8.088539 	 41.569586 	 1.000000 
122400 	 276.610000 	 274.190000 	 1.020070 	 2.610000 	 253.000000 	 0.840000 	 38.185141 	 99.633398 	 1.000000 
126000 	 277.230000 	 274.420000 	 1.020590 	 3.530000 	 246.000000 	 0.820000 	 45.090850 	 132.887260 	 1.000000 
129600 	 278.860000 	 274.420000 	 1.020110 	 3.770000 	 245.000000 	 0.730000 	 61.934376 	 158.382691 	 1.000000 
133200 	 278.450000 	 274.070000 	 1.019940 	 3.740000 	 246.000000 	 0.730000 	 59.432536 	 157.042903 	 1.000000 
136800 	 279.370000 	 273.690000 	 1.019430 	 3.630000 	 247.000000 	 0.670000 	 75.728087 	 146.731599 	 1.000000 
140400 	 279.580000 	 272.940000 	 1.019670 	 3.700000 	 245.000000 	 0.620000 	 59.629904 	 107.475523 	 1.000000 
